ABHD5	PNPLA2	1.19343442
ACTG1	MYL9	1.0109978
ACTG1	ARPC3	1.015784708
ACTG1	PXN	1.017802856
ACTG1	BAIAP2	1.027787024
ACTG1	CTNNA3	1.028984929
ACTG1	VASP	1.030826314
ACTG1	EZR	1.034638334
ACTG1	CASP6	1.039584005
ACTG1	SYNPO	1.041330965
ACTG1	HCLS1	1.04474789
ACTG1	WASF3	1.061191659
ACTG1	PARVA	1.075680515
ACTG1	PIP5K1B	1.079092406
ACTG1	MYL6	1.085780282
ACTG1	MYL6B	1.097808171
ACTG1	CASP3	1.109065878
ACTG1	TJP1	1.125844135
ACTG1	ZYX	1.163713107
ACTG1	WASL	1.168761093
ACTG1	THRA	1.218188643
ACTG1	MYLPF	1.227082404
ACTG1	MYL12B	1.22735147
ACTG1	MSN	1.237476726
ACTG1	PARVG	1.242326544
ACTG1	ARPC5L	1.269870461
ACTG1	ACTN4	1.331503977
ACTG1	RHOA	1.353366089
ACTG1	ARPC1A	1.382600672
ACTG1	ENAH	1.384400675
ACTG1	RAC2	1.415275367
ACTG1	ARPC5	1.458178157
ACTG1	WHAMM	1.459064283
ACTG1	ACTR3	1.497502756
ACTG1	ARPC2	1.506970227
ACTG1	MYL2	1.571609821
ACTG1	WASF1	1.580973128
ACTG1	RAC1	1.582585365
ACTG1	RDX	1.621030197
ACTG1	ACTR3B	1.631722577
ACTG1	CDC42	1.670793277
ACTG1	MYL5	1.67413109
ACTG1	ACTR2	1.684217068
ACTG1	PARVB	1.68632256
ACTG1	ACTR3C	1.690126699
ACTG1	ARPC1B	1.700423227
ACTG1	PIP5K1C	1.708168869
ACTG1	PFN2	1.717646307
ACTN1	MICALL2	1.002852211
ACTN1	MAGI1	1.004271351
ACTN1	ITGA9	1.004271351
ACTN1	SSX2IP	1.005141282
ACTN1	ACTB	1.007659782
ACTN1	ITGA8	1.007659782
ACTN1	ITGB8	1.014496636
ACTN1	ITGA3	1.016074344
ACTN1	ITGA1	1.016972162
ACTN1	ZYX	1.027908507
ACTN1	ITGB5	1.049454026
ACTN1	ITGA7	1.071059085
ACTN1	ITGA5	1.121101063
ACTN1	ITGA4	1.136086312
ACTN1	ITGAV	1.300894831
ACTN1	ITGA10	1.347225378
ACTN1	VCL	1.386465694
ACTN1	ITGB6	1.392600456
ACTN1	CTNNA1	1.414942044
ACTN1	ITGB3	1.646313783
ACTN1	ACTG1	1.689262604
ACTN1	ITGA2	1.734028462
ACTN1	ITGB1	1.824312809
ACTN4	ITGA4	1.00970133
ACTN4	SSX2IP	1.032769882
ACTN4	ITGA8	1.04112022
ACTN4	ITGA3	1.042105263
ACTN4	VCL	1.082842497
ACTN4	ITGA10	1.08809036
ACTN4	MAGI1	1.094594595
ACTN4	ITGA5	1.096503902
ACTN4	ITGA2	1.09894757
ACTN4	ITGB6	1.12261261
ACTN4	CTNNA1	1.122623579
ACTN4	ITGAV	1.124639849
ACTN4	ITGB1	1.158650924
ACTN4	ACTG1	1.174923413
ACTN4	ITGB3	1.250784298
ACTR2	ACTR3C	1.007410194
ACTR2	WASF3	1.040356658
ACTR2	ACTR3B	1.049819013
ACTR2	CTTN	1.057636708
ACTR2	WHAMM	1.094926251
ACTR2	ARPC5L	1.106415891
ACTR2	WAS	1.217693728
ACTR2	ARPC1A	1.329275031
ACTR2	ACTR3	1.456675815
ACTR2	ARPC1B	1.483973395
ACTR2	ACTB	1.563716978
ACTR2	ARPC4	1.569230889
ACTR2	ARPC2	1.73740324
ACTR2	WASF2	1.762761676
ACTR2	ARPC5	1.778083273
ACTR2	ACTG1	1.785594279
ACTR2	ARPC3	1.790342334
ACTR2	HCLS1	1.839624575
ACTR2	ACTR2	2.729421498
ACTR3	ACTR3C	1.006029592
ACTR3	CTTN	1.030911426
ACTR3	ACTR3B	1.053045753
ACTR3	WASF3	1.068794898
ACTR3	WHAMM	1.095840718
ACTR3	ARPC5L	1.147429522
ACTR3	WAS	1.231322612
ACTR3	ARPC1A	1.319980647
ACTR3	ARPC1B	1.386898174
ACTR3	ACTB	1.402961677
ACTR3	ARPC4	1.465034299
ACTR3	WASF2	1.558502803
ACTR3	ACTG1	1.610003922
ACTR3	ACTR2	1.631570644
ACTR3	ARPC5	1.656390403
ACTR3	HCLS1	1.672668127
ACTR3	ARPC2	1.682568722
ACTR3	ARPC3	1.71473684
ACTR3	ACTR3	2.681964493
ACTR3B	ACTR3B	1.209419092
ADCY2	GNGT2	1.013681197
ADCY2	GNAL	1.013950983
ADCY2	GNG11	1.018356425
ADCY2	CAMK2B	1.022366935
ADCY2	GNG12	1.067382887
ADCY2	CAMK2D	1.088001999
ADCY2	GNB5	1.09441423
ADCY2	GNG5	1.106893081
ADCY2	GNB4	1.13202629
ADCY2	GNAO1	1.135843231
ADCY2	GNAS	1.164569504
ADCY2	CAMK4	1.193395488
ADCY2	CALML6	1.231940617
ADCY2	CALML4	1.232674629
ADCY2	GNB1	1.244915539
ADCY2	PRKACA	1.26352499
ADCY2	GNG10	1.297026178
ADCY2	GNB2	1.391190142
ADCY7	CAMK2B	1.005414861
ADCY7	GNG11	1.040521549
ADCY7	GNAI1	1.047173623
ADCY7	GNGT2	1.072342646
ADCY7	GNAL	1.096691141
ADCY7	GNG12	1.14962305
ADCY7	GNAO1	1.157835852
ADCY7	GNB4	1.158428188
ADCY7	CAMK2D	1.169387319
ADCY7	GNB1	1.198996765
ADCY7	CALML4	1.218306536
ADCY7	GNB5	1.245299778
ADCY7	GNG5	1.297098587
ADCY7	CAMK4	1.298349823
ADCY7	GNAS	1.30737816
ADCY7	PRKACA	1.349759992
ADCY7	CALML6	1.370979481
ADCY7	GNB2	1.383363432
ADCY7	GNG10	1.423234853
ADCY9	GNGT2	1.009601707
ADORA3	KNG1	1.208484051
AKAP13	GNA12	1.029127964
AKAP13	GNA13	1.290044522
AKT3	PPP2CA	1.010022568
AKT3	PIK3CA	1.017668458
AKT3	PPP2R3C	1.019697594
AKT3	PHLPP1	1.025551421
AKT3	PPP2CB	1.036889183
AKT3	PIK3CD	1.049779267
AKT3	PPP2R5C	1.05872201
AKT3	PPP2R5A	1.063312248
AKT3	PHLPP2	1.06996318
AKT3	HSP90AA1	1.080417046
AKT3	PIK3R3	1.083706163
AKT3	PPP2R1B	1.090177446
AKT3	TCL1A	1.104717235
AKT3	MAPK14	1.106982532
AKT3	MAPK13	1.116376832
AKT3	PIK3R5	1.129525346
AKT3	CDC37	1.130477532
AKT3	PPP2R1A	1.130653449
AKT3	BRCA1	1.135438357
AKT3	PPP2R2D	1.145099936
AKT3	PIK3R2	1.14823617
AKT3	MAPK12	1.154148548
AKT3	PIK3CG	1.177475869
AKT3	MTCP1	1.190144655
AKT3	HSP90B1	1.193667497
AKT3	HSP90AB1	1.196749895
AKT3	PIK3CB	1.204089019
AKT3	CRTC2	1.234694623
AKT3	PIK3R1	1.270339769
AKT3	PPP2R5D	1.280251254
ALDOA	ARNT	1.217460163
ALDOA	EP300	1.280698023
ALDOA	CREBBP	1.322720029
ALDOA	HIF1A	1.440655452
ALDOB	EP300	1.026418158
ALDOB	CREBBP	1.036902107
ANAPC1	ANAPC1	1.2
ANAPC10	ANAPC7	1.024153999
ANAPC10	CDC26	1.030444952
ANAPC10	CDC14A	1.081173124
ANAPC10	CDC16	1.101018006
ANAPC10	MAD2L2	1.117495009
ANAPC10	ANAPC13	1.147366376
ANAPC10	ANAPC5	1.308322794
ANAPC10	ANAPC10	2
ANAPC11	ANAPC1	1.033889265
ANAPC11	MAD2L1	1.053839067
ANAPC11	CDC14A	1.059758982
ANAPC11	ANAPC2	1.067203513
ANAPC11	CDC14B	1.067466074
ANAPC11	ANAPC10	1.082773906
ANAPC11	ANAPC4	1.097064876
ANAPC11	CDC23	1.146956793
ANAPC11	MAD2L2	1.152051179
ANAPC11	CDC16	1.162513629
ANAPC11	CDC27	1.192491128
ANAPC11	BUB3	1.195613407
ANAPC11	ANAPC7	1.209168745
ANAPC11	CDC26	1.361653071
ANAPC11	ANAPC5	1.361839314
ANAPC11	ANAPC13	1.434040272
ANAPC11	ANAPC11	2.911472972
ANAPC13	CDC14B	1.031740093
ANAPC13	ANAPC2	1.043458161
ANAPC13	MAD2L1	1.048747572
ANAPC13	CDC27	1.054238108
ANAPC13	CDC14A	1.061261403
ANAPC13	CDC23	1.068642808
ANAPC13	ANAPC4	1.074159568
ANAPC13	ANAPC10	1.088251451
ANAPC13	ANAPC7	1.094808312
ANAPC13	MAD2L2	1.112614362
ANAPC13	CDC16	1.11348468
ANAPC13	ANAPC5	1.175548198
ANAPC13	BUB3	1.196533339
ANAPC13	CDC26	1.246814443
ANAPC13	ANAPC11	1.266439084
ANAPC13	ANAPC13	2.407589453
ANAPC4	ANAPC11	1.04993262
ANAPC4	CDC26	1.166409874
ANAPC4	ANAPC4	1.63404374
ANAPC5	CDC14B	1.010262
ANAPC5	CDC27	1.026466814
ANAPC5	IL17RC	1.029602779
ANAPC5	ANAPC2	1.048651613
ANAPC5	CDC16	1.068832189
ANAPC5	CDC14A	1.070145456
ANAPC5	ANAPC1	1.083732233
ANAPC5	MAD2L2	1.093495433
ANAPC5	ANAPC4	1.107482199
ANAPC5	BUB3	1.115864277
ANAPC5	CDC23	1.175583274
ANAPC5	ANAPC7	1.186832833
ANAPC5	IL17RA	1.232854037
ANAPC5	ANAPC10	1.293857924
ANAPC5	ANAPC11	1.371521737
ANAPC5	CDC26	1.372212597
ANAPC5	ANAPC13	1.392888023
ANAPC5	ANAPC5	2.565790043
ANAPC7	CDC14B	1.005141887
ANAPC7	ANAPC4	1.022772578
ANAPC7	CDC27	1.027079479
ANAPC7	ANAPC13	1.039374993
ANAPC7	CDC26	1.040704401
ANAPC7	ANAPC1	1.042012045
ANAPC7	ANAPC11	1.044224505
ANAPC7	ANAPC10	1.051951913
ANAPC7	CDC23	1.054617242
ANAPC7	ANAPC5	1.097095775
ANAPC7	MAD2L2	1.129858695
ANAPC7	ANAPC7	2.034301948
AOX1	STAT4	1.050520897
AOX1	STAT2	1.105935785
AOX1	STAT5A	1.188536205
AOX1	STAT1	1.208091851
AOX1	STAT5B	1.240624083
AOX1	STAT3	1.366674795
APBB1IP	RAP1B	1.425337414
APBB1IP	RAP1A	1.524764982
APOA1	RXRB	1.193529251
APOA1	PPARA	1.308122389
APOA1	RXRA	1.597272622
APOA2	RXRB	1.10128131
APOA2	PPARA	1.22223483
APOA2	RXRA	1.435696066
APOC3	RXRB	1.109841964
APOC3	PPARA	1.246554141
APOC3	RXRA	1.469353907
ARAF	KRAS	1.039936608
ARAF	ARRB1	1.144968907
ARAF	MRAS	1.158011714
ARAF	ARRB2	1.175830912
ARF1	CYTH1	1.188047283
ARF1	CYTH4	1.23230052
ARF1	CYTH2	1.400024363
ARF6	ASAP2	1.022485914
ARF6	ASAP1	1.097701183
ARF6	SYK	1.225571499
ARF6	RAC2	1.234361359
ARF6	RALBP1	1.252712638
ARF6	RAC1	1.410343835
ARHGAP35	SRC	1.020596814
ARHGEF1	GNA13	1.069224478
ARHGEF1	GNA12	1.089529786
ARHGEF12	LSP1	1.034626166
ARHGEF12	GNA13	1.301607085
ARHGEF18	STK11	1.043894121
ARPC1A	CTTN	1.023697189
ARPC1A	WHAMM	1.04965811
ARPC1A	ACTR3B	1.056081651
ARPC1A	WASF3	1.057406745
ARPC1A	ARPC5L	1.107799303
ARPC1A	WAS	1.161537041
ARPC1A	ARPC4	1.29929797
ARPC1A	ARPC1B	1.320793215
ARPC1A	ACTR3	1.345726035
ARPC1A	ACTB	1.34890012
ARPC1A	ACTG1	1.381921171
ARPC1A	HCLS1	1.397105381
ARPC1A	ARPC2	1.407087745
ARPC1A	WASF2	1.409614544
ARPC1A	ARPC5	1.427744905
ARPC1A	ARPC3	1.435513616
ARPC1A	ACTR2	1.469262313
ARPC1A	ARPC1A	2.333531044
ARPC1B	ACTR3C	1.007040439
ARPC1B	CTTN	1.018879288
ARPC1B	ARPC5L	1.050439972
ARPC1B	ACTR3B	1.054843374
ARPC1B	WHAMM	1.079446637
ARPC1B	ACTR3	1.086524263
ARPC1B	ARPC1A	1.129393109
ARPC1B	HCLS1	1.153321887
ARPC1B	ARPC2	1.155133043
ARPC1B	WAS	1.158056151
ARPC1B	ARPC5	1.16371833
ARPC1B	ACTR2	1.187560076
ARPC1B	ARPC3	1.189339213
ARPC1B	ARPC4	1.216892686
ARPC1B	ACTG1	1.24338606
ARPC1B	WASF2	1.286252464
ARPC1B	ACTB	1.311658708
ARPC1B	ARPC1B	1.90949216
ARPC2	ACTR3C	1.006318613
ARPC2	ACTR3B	1.037784439
ARPC2	WASF3	1.04917898
ARPC2	CTTN	1.072967239
ARPC2	WHAMM	1.095065855
ARPC2	ARPC5L	1.109109642
ARPC2	WAS	1.312933366
ARPC2	ARPC1A	1.340173215
ARPC2	ARPC1B	1.485301544
ARPC2	ACTR3	1.535120253
ARPC2	ACTB	1.565909131
ARPC2	ARPC4	1.568469556
ARPC2	ACTR2	1.726194226
ARPC2	WASF2	1.747776803
ARPC2	ACTG1	1.791708379
ARPC2	ARPC3	1.881609525
ARPC2	ARPC5	1.882307597
ARPC2	HCLS1	1.882918346
ARPC2	ARPC2	2.78232862
ARPC3	ACTR3C	1.009447905
ARPC3	ACTR3B	1.028617389
ARPC3	WASF3	1.033674831
ARPC3	WHAMM	1.053155533
ARPC3	CTTN	1.06399419
ARPC3	ARPC5L	1.099016645
ARPC3	WAS	1.210726648
ARPC3	ARPC1A	1.266721155
ARPC3	ARPC1B	1.424798509
ARPC3	ARPC4	1.430263432
ARPC3	ACTR3	1.440480987
ARPC3	ACTB	1.457874418
ARPC3	WASF2	1.562901713
ARPC3	ACTR2	1.588595024
ARPC3	ACTG1	1.59701646
ARPC3	ARPC2	1.640231288
ARPC3	ARPC5	1.668037925
ARPC3	HCLS1	1.718195608
ARPC3	ARPC3	2.561281607
ARPC4	WASF3	1.01602312
ARPC4	ACTR3C	1.023674072
ARPC4	ACTR3B	1.038735403
ARPC4	WHAMM	1.046716826
ARPC4	CTTN	1.079085028
ARPC4	ARPC5L	1.134624956
ARPC4	ARPC1A	1.26075886
ARPC4	WAS	1.35721623
ARPC4	ACTR3	1.524424512
ARPC4	ACTB	1.556826013
ARPC4	ARPC1B	1.600157647
ARPC4	ACTR2	1.854878992
ARPC4	WASF2	1.862191543
ARPC4	ACTG1	1.864238373
ARPC4	ARPC2	1.865617251
ARPC4	ARPC3	1.891132787
ARPC4	ARPC5	1.90143902
ARPC4	HCLS1	1.929233211
ARPC4	ARPC4	2.92033793
ARPC5	ACTR3C	1.004392322
ARPC5	WASF3	1.028601481
ARPC5	ACTR3B	1.031791989
ARPC5	WHAMM	1.045937268
ARPC5	CTTN	1.065675755
ARPC5	ARPC5L	1.079564529
ARPC5	WAS	1.194850883
ARPC5	ARPC1A	1.272524781
ARPC5	ACTR3	1.358968005
ARPC5	ARPC1B	1.364178661
ARPC5	ACTB	1.412320874
ARPC5	ARPC4	1.446603958
ARPC5	ACTR2	1.576940648
ARPC5	WASF2	1.599717203
ARPC5	HCLS1	1.632262622
ARPC5	ARPC2	1.644976528
ARPC5	ACTG1	1.649963882
ARPC5	ARPC3	1.650670242
ARPC5	ARPC5	2.566031552
ARPC5L	WHAMM	1.07124157
ARPC5L	WASF3	1.081430592
ARPC5L	ARPC3	1.10648087
ARPC5L	HCLS1	1.108897754
ARPC5L	WASF2	1.124181967
ARPC5L	ARPC2	1.149387601
ARPC5L	ACTB	1.16226397
ARPC5L	ACTG1	1.165068973
ARPC5L	ACTR2	1.16864231
ARPC5L	ARPC5	1.180118441
ARPC5L	ACTR3	1.197934088
ARPC5L	ARPC1B	1.213129192
ARPC5L	ARPC1A	1.280042649
ARPC5L	ARPC5L	2.03404374
ARRB1	CXCR6	1.000082551
ARRB1	CCR5	1.000884965
ARRB1	KIF3A	1.045757167
ARRB1	CCR7	1.057624203
ARRB1	MAP2K4	1.165108776
ARRB1	CCR1	1.35007494
ARRB1	SMO	1.411006545
ARRB2	CCR5	1.005948324
ARRB2	CXCR3	1.013055037
ARRB2	CCR7	1.020671719
ARRB2	CXCR6	1.02891476
ARRB2	KIF3A	1.05601433
ARRB2	MAP2K4	1.067661736
ARRB2	CCR1	1.456179274
ARRB2	SMO	1.53946478
ATF1	PRKD1	1.016436972
ATF1	CAMK4	1.016786815
ATF1	PRKACB	1.041321064
ATF1	PRKACA	1.063862709
ATF2	CAMK2B	1.013738722
ATF4	CAMK2G	1.001975432
ATF4	PRKD2	1.022825933
ATF4	MAPKAPK3	1.035852495
ATF4	PRKG2	1.068476562
ATF4	CREB3L3	1.06855936
ATF4	MAPK3	1.07340665
ATF4	PRKD3	1.073992307
ATF4	PRKCB	1.080233006
ATF4	CREB1	1.087061577
ATF4	PRKACA	1.092225126
ATF4	ATF2	1.092511955
ATF4	RPS6KA5	1.10116197
ATF4	CAMK1D	1.130464636
ATF4	PRKD1	1.142644951
ATF4	AKT3	1.154398467
ATF4	CREB3	1.159096354
ATF4	AKT2	1.171352762
ATF4	RPS6KA3	1.201713692
ATF4	CREB3L1	1.20824286
ATF4	RPS6KA4	1.216924074
ATF4	MAPKAPK2	1.251261038
ATF4	MAPK1	1.264073595
ATF4	CAMK2B	1.301949049
ATF4	PRKACB	1.350137983
ATF4	AKT1	1.365921015
ATF4	RPS6KA1	1.374586244
ATF4	RPS6KA6	1.375850732
ATF4	MKNK2	1.51258119
ATF6B	CAMK2G	1.006051957
ATF6B	PRKCB	1.027014688
ATF6B	PRKG2	1.041184714
ATF6B	AKT3	1.051290071
ATF6B	MAPK3	1.052733888
ATF6B	CAMK1D	1.064677178
ATF6B	PRKD1	1.07245323
ATF6B	PRKD3	1.080413265
ATF6B	AKT2	1.098971171
ATF6B	PRKACA	1.113133815
ATF6B	AKT1	1.182564998
ATF6B	CAMK2B	1.249680224
ATF6B	PRKACB	1.267028332
ATF6B	MAPK1	1.282793684
ATF6B	RPS6KA4	1.366636776
ATG12	FOXO4	1.010981161
ATG12	FOXO1	1.027245275
ATG12	ATG5	1.038342622
ATG12	ATG16L1	1.089886874
ATG12	FOXO3	1.293535621
ATG5	ATG12	1.045133926
ATG5	NOD2	1.059459459
ATG5	ATG16L1	1.167042739
ATM	FOXO1	1.024687288
ATM	FOXO4	1.090927981
ATM	NBN	1.099180441
ATM	FOXO3	1.482811408
ATP1A1	FXYD1	1.028810925
ATP1A1	PIK3CB	1.084904031
ATP1A1	MAPK3	1.158879382
ATP1A1	PIK3R3	1.244274646
ATP1A1	PIK3CD	1.247301104
ATP1A1	PIK3CA	1.255353738
ATP1A1	PIK3R1	1.421150475
ATP1A1	MAPK1	1.430606299
ATP1A1	PIK3R2	1.676075758
ATP1B1	FXYD1	1.068245325
ATP1B1	PIK3CA	1.15305784
ATP1B1	PIK3CD	1.164490905
ATP1B1	MAPK3	1.208486793
ATP1B1	PIK3R3	1.227719568
ATP1B1	PIK3CB	1.23437086
ATP1B1	MAPK1	1.295681256
ATP1B1	PIK3R1	1.4651141
ATP1B1	PIK3R2	1.672594839
ATP1B3	PIK3CB	1.071992303
ATP1B3	PIK3CA	1.08278296
ATP1B3	PIK3CD	1.100187089
ATP1B3	MAPK3	1.131566079
ATP1B3	PIK3R3	1.145369925
ATP1B3	MAPK1	1.199530224
ATP1B3	PIK3R1	1.301134252
ATP1B3	PIK3R2	1.322909808
ATP2A2	THRB	1.049898808
ATP2A2	THRA	1.085966277
ATP2B1	PRKACA	1.190876222
ATP2B1	PRKACB	1.321049305
ATP2B4	PRKACB	1.047999052
ATP2B4	PRKACA	1.201633137
ATR	RAD9A	1.226655603
BAK1	BCL2	1.144382817
BAK1	BCL2L1	1.201795227
BAX	BCL2L11	1.021736746
BAX	MAPK12	1.02183464
BAX	BCL2	1.033093115
BAX	MAPK8	1.035845447
BAX	MAPK13	1.055363853
BAX	TP53	1.094261332
BAX	MAPK9	1.102251687
BAX	BCL2L1	1.121649051
BAX	BID	1.155859287
BAX	MAPK14	1.227944891
BCL10	CARD9	1.121832189
BCL10	MAP3K7	1.312841087
BCL2	MAPK3	1.0026983
BCL2	NCOA1	1.015204227
BCL2	BBC3	1.021889606
BCL2	NCOA2	1.022052428
BCL2	MAPK1	1.030660181
BCL2	AKT3	1.038945844
BCL2	CTSL	1.040675168
BCL2	STAT5B	1.043529686
BCL2	PPP2R5E	1.045237418
BCL2	PPP2R5C	1.052104247
BCL2	HIF1A	1.05285655
BCL2	EP300	1.054572157
BCL2	STAT3	1.067034139
BCL2	MAPK9	1.0776287
BCL2	MAPK10	1.084092664
BCL2	NFKB1	1.084389352
BCL2	AKT2	1.085587533
BCL2	ATF2	1.097087906
BCL2	STAT5A	1.098179994
BCL2	ATF6B	1.10114704
BCL2	CTSF	1.105007028
BCL2	BCL2L11	1.109454887
BCL2	CTSD	1.11035861
BCL2	CREB3L2	1.111547704
BCL2	PPP2R2A	1.116331284
BCL2	CTSH	1.129808682
BCL2	NR4A1	1.131599353
BCL2	DDIT3	1.133952703
BCL2	CTSS	1.13867151
BCL2	CTSW	1.148663117
BCL2	STAT4	1.158698605
BCL2	PPP2CA	1.17122045
BCL2	CTSB	1.184861732
BCL2	CTSV	1.190644855
BCL2	CTSK	1.192441662
BCL2	GLI1	1.206196573
BCL2	STAT2	1.217269525
BCL2	PPP2R5D	1.220948486
BCL2	PPP2R1A	1.235903187
BCL2	STAT6	1.244543792
BCL2	PPP2CB	1.249728629
BCL2	ATF4	1.251873264
BCL2	CTSZ	1.259179029
BCL2	PPP2R3C	1.2846614
BCL2L1	RELA	1.006311976
BCL2L1	PMAIP1	1.010947783
BCL2L1	BAD	1.030970276
BCL2L1	CTSW	1.033528703
BCL2L1	NFKB1	1.035899057
BCL2L1	CTSK	1.041054201
BCL2L1	BBC3	1.041891892
BCL2L1	MAPK8	1.043819712
BCL2L1	STAT5B	1.073334525
BCL2L1	BCL2L11	1.073596565
BCL2L1	STAT6	1.074570896
BCL2L1	STAT2	1.078386841
BCL2L1	CTSF	1.079724977
BCL2L1	SIVA1	1.081439209
BCL2L1	STAT4	1.086042629
BCL2L1	DDIT3	1.095305997
BCL2L1	STAT5A	1.1056253
BCL2L1	CTSD	1.192200615
BCL2L1	CTSH	1.226734454
BCL2L1	STAT3	1.233753225
BCL2L1	STAT1	1.236707757
BCL2L1	CTSZ	1.242194967
BCL2L1	CTSC	1.242864063
BCL2L1	CTSL	1.258774556
BCL2L1	CTSB	1.261995696
BCL2L1	CTSS	1.271921081
BCL2L1	MAPK9	1.326189789
BCL2L11	JUN	1.037194381
BCL2L11	FOS	1.041296649
BCL2L11	FOXO4	1.059381801
BCL2L11	MCL1	1.081084159
BCL2L11	FOXO1	1.081667245
BCL2L11	FOXO3	1.156879545
BCL6	FOXO4	1.022713419
BCL6	FOXO3	1.273869205
BECN1	PIK3C3	1.115674952
BID	CTSK	1.000089429
BID	CASP2	1.010455778
BID	MAPK8	1.038307937
BID	CTSO	1.047902017
BID	CASP10	1.06094447
BID	CTSF	1.085538109
BID	CTSD	1.101806533
BID	CAPN2	1.12586428
BID	CTSC	1.178693775
BID	CTSB	1.189247014
BID	CTSH	1.202844636
BID	CAPN1	1.214433465
BID	CTSZ	1.214702706
BID	CTSS	1.221230769
BID	CTSL	1.245420893
BIN1	PIK3CB	1.033431283
BIN1	PIK3R1	1.146828548
BIN1	PIK3R3	1.171662403
BIN1	PIK3CD	1.177615192
BIN1	PIK3R2	1.329081068
BIRC2	HTRA2	1.028057481
BIRC2	CTSK	1.031502737
BIRC2	CTSO	1.033448911
BIRC2	TCF7	1.033898621
BIRC2	RNF31	1.042845212
BIRC2	RELA	1.05303675
BIRC2	DIABLO	1.055049236
BIRC2	NFKB1	1.055587317
BIRC2	CTSW	1.058410855
BIRC2	TCF7L1	1.059793925
BIRC2	SHARPIN	1.097113696
BIRC2	CTSF	1.102591224
BIRC2	CTSB	1.130502279
BIRC2	CTSH	1.155597014
BIRC2	CTSS	1.194438498
BIRC2	CTSL	1.196690787
BIRC2	RBCK1	1.205033765
BIRC2	CTSD	1.208681783
BIRC2	TCF7L2	1.230990814
BIRC2	CTSC	1.237112769
BIRC2	CTSZ	1.282112379
BIRC3	NFKB1	1.002370479
BIRC3	CTSO	1.007093156
BIRC3	HTRA2	1.021973826
BIRC3	SHARPIN	1.022243174
BIRC3	TCF7L2	1.032972736
BIRC3	RNF31	1.035659442
BIRC3	TCF7	1.040980897
BIRC3	TRAF2	1.041891892
BIRC3	CTSD	1.043010379
BIRC3	ELK1	1.048990237
BIRC3	TRAF5	1.056776537
BIRC3	CTSH	1.057088824
BIRC3	CTSS	1.084486833
BIRC3	CTSB	1.08943937
BIRC3	RBCK1	1.095845345
BIRC3	RELA	1.112301508
